nba_id,Player,Season,Team,Pos,MPG,LEBRON,O-LEBRON,D-LEBRON,WAR,OffRole,DefRole
101108,Chris Paul,2014,LAC,PG,35.019,5.09977627477211,4.244661030416432,0.8551152443556784,10.62860883563618,Shot Creator,Point of Attack
101236,Chuck Hayes,2014,SAC/TOR,C,12.351,-0.6632029240977926,-1.7899632167367638,1.1267602926389713,0.8210624013017301,Roll + Cut Big,Anchor Big
203469,Cody Zeller,2014,CHO,C,17.277,-1.4110189760782774,-1.7812538848337005,0.3702349087554228,0.8251876669013668,Athletic Finisher,Anchor Big
201147,Corey Brewer,2014,MIN,SF,32.216,1.1027768754876603,0.255605783019152,0.8471710924685085,5.981328111961875,Athletic Finisher,Wing Stopper
202709,Cory Joseph,2014,SAS,SG,13.762,-0.836913092642839,-0.6294950490061108,-0.2074180436367283,0.9092981980483388,Secondary Ball Handler,Point of Attack
201584,Courtney Lee,2014,BOS/MEM,SG,24.973,-0.0657453287459702,0.1653741502352309,-0.2311194789812008,2.953105215978599,Movement Shooter,Chaser
201571,D.J. Augustin,2014,TOR/CHI,PG,27.305,-0.1070696018216914,1.4740078215174692,-1.581077423339161,2.8472994261661864,Primary Ball Handler,Point of Attack
203081,Damian Lillard,2014,POR,PG,35.812,1.727007004030206,2.88229247851409,-1.1552854744838843,7.969978000423708,Shot Creator,Point of Attack
202350,Daniel Orton,2014,PHI,C,11.402,-0.3797747121134939,-2.080121497871552,1.700346785758058,0.3217744089613746,Post Scorer,Helper
101122,Danny Granger,2014,IND/LAC,SF,20.671,-0.7441695563692152,-0.0771964241626835,-0.6669731322065314,0.8769538164938367,Versatile Big,Low Activity
201980,Danny Green,2014,SAS,SG,24.281,2.476001653828216,0.3843952951365108,2.0916063586917044,5.308312001250182,Off Screen Shooter,Wing Stopper
201967,Dante Cunningham,2014,MIN,PF,20.182,-0.8959197317375802,-1.387212440300151,0.4912927085625702,1.5229022058083048,Athletic Finisher,Helper
203121,Darius Miller,2014,NOP,SF,16.059,-1.5806104170091877,-0.9023872500723796,-0.6782231669368077,0.3381550136993203,Shot Creator,Wing Stopper
202721,Darius Morris,2014,PHI/LAC/MEM,PG,11.581,-0.5560041247360021,-0.5071280292691747,-0.0488760954668271,0.3636065111728981,Shot Creator,Point of Attack
201589,Darrell Arthur,2014,DEN,SF,17.074,-1.7473197338826072,-2.9057068680474267,1.1583871341648193,0.4129059083501467,Athletic Finisher,Helper
201954,Darren Collison,2014,LAC,PG,25.864,-0.1200248030988172,0.9786880537995352,-1.0987128568983524,3.020566591740217,Primary Ball Handler,Point of Attack
101135,David Lee,2014,GSW,PF,33.168,1.2296594108252814,0.7356845755908774,0.4939748352344041,5.442630036474572,Post Scorer,Helper
2561,David West,2014,IND,PF,30.904,0.709538278750032,0.0926375428678576,0.6169007358821744,5.006534295731321,Post Scorer,Mobile Big
201599,Deandre Jordan,2014,LAC,C,35.014,2.889502042335172,0.4832372634059136,2.4062647789292577,10.015923081489328,Roll + Cut Big,Mobile Big
201971,Dejuan Blair,2014,DAL,PF,15.563,0.0842445882225493,-0.5766542468388107,0.6608988350613604,1.9411703654041963,Roll + Cut Big,Mobile Big
201942,Demar Derozan,2014,TOR,SG,38.186,1.2333656536979236,1.961838870993869,-0.7284732172959454,7.181732714446419,Shot Creator,Chaser
202326,Demarcus Cousins,2014,SAC,C,32.371,3.373026989391848,1.003179215211935,2.369847774179912,8.744304295541424,Shot Creator,Anchor Big
201960,Demarre Carroll,2014,ATL,SF,32.065,1.5377117042024626,0.1493581966959786,1.388353507506484,6.054255466503771,Stationary Shooter,Wing Stopper
203471,Dennis Schröder,2014,ATL,PG,13.088,-3.204272612367212,-2.0111330713464617,-1.1931395410207506,-0.392126964476272,Slasher,Point of Attack
965,Derek Fisher,2014,OKC,SG,17.627,0.137189466856131,0.0678514208741043,0.0693380459820271,2.3347218365293987,Movement Shooter,Chaser
101114,Deron Williams,2014,BRK,PG,32.178,2.299187235543444,1.7265963576707029,0.5725908778727405,6.378771871448513,Shot Creator,Point of Attack
202324,Derrick Favors,2014,UTA,PF,30.156,0.7844097895352538,-0.2971905894318468,1.0816003789671005,4.569913384851112,Post Scorer,Helper
201565,Derrick Rose,2014,CHI,PG,31.092,-1.7610740816672072,-0.0369259624305957,-1.7241481192366113,0.1076943200710356,Slasher,Point of Attack
202682,Derrick Williams,2014,MIN/SAC,PF,23.335,-1.7111230396263182,-0.6320153387856576,-1.0791077008406604,0.6916425084935726,Shot Creator,Helper
2734,Devin Harris,2014,DAL,PG,20.443,0.8679348922610639,1.959960603735204,-1.09202571147414,1.743924035973386,Shot Creator,Point of Attack
203473,Dewayne Dedmon,2014,GSW/PHI/ORL,C,12.592,0.114154451009792,-1.0661491218233137,1.180303572833106,0.6321663720345777,Roll + Cut Big,Anchor Big
203197,Diante Garrett,2014,UTA,PG,14.752,-2.665770390103656,-1.8431173809196184,-0.8226530091840375,-0.2697150231225252,Primary Ball Handler,Point of Attack
203079,Dion Waiters,2014,CLE,SG,29.601,-1.3366089918901771,-0.159701047666822,-1.1769079442233552,1.311162947639327,Shot Creator,Chaser
1717,Dirk Nowitzki,2014,DAL,PF,32.853,3.587761254010533,3.1249895441601145,0.4627717098504194,10.365194560567517,Post Scorer,Helper
202700,Donatas Motiejunas,2014,HOU,PF,15.358,-1.6040456360441455,-1.5269660087564776,-0.0770796272876679,0.4305235049268182,Post Scorer,Helper
2748,Dorell Wright,2014,POR,SF,14.476,-1.1811362898404691,-0.6675453547689598,-0.5135909350715092,0.7265463200937331,Movement Shooter,Helper
203117,Doron Lamb,2014,ORL,SG,13.109,-2.610952314215756,-1.5716147748696925,-1.0393375393460638,-0.1537048171300335,Movement Shooter,Low Activity
203110,Draymond Green,2014,GSW,SF,21.908,2.321564755251914,-0.3970011159883727,2.7185658712402865,5.5910514030508365,Stretch Big,Helper
2400,Drew Gooden,2014,WAS,C,17.958,-1.0377281436581969,-0.5871363747289563,-0.4505917689292402,0.3300038827799355,Athletic Finisher,Anchor Big
2730,Dwight Howard,2014,HOU,C,33.756,2.371370638816456,1.1205597032015684,1.250810935614887,7.538604374888084,Post Scorer,Anchor Big
2548,Dwyane Wade,2014,MIA,SG,32.862,0.3696064349255147,0.5424813821603134,-0.1728749472347985,3.1828344645200133,Shot Creator,Chaser
202734,E'Twaun Moore,2014,ORL,SG,19.058,-1.986109671554668,-1.570422545878401,-0.4156871256762674,0.2939553234597778,Movement Shooter,Chaser
201947,Earl Clark,2014,CLE/NYK,PF,14.229,-2.4717069040237685,-2.389381341104434,-0.0823255629193345,-0.0990131233842647,Stationary Shooter,Helper
202334,Ed Davis,2014,MEM,PF,15.177,-0.6687753277738269,-0.9721504167194692,0.3033750889456424,1.038400850202544,Post Scorer,Helper
202327,Ekpe Udoh,2014,MIL,PF,19.137,-2.467512846150861,-3.020890574927296,0.5533777287764339,-0.1013354466184652,Post Scorer,Anchor Big
202343,Elliot Williams,2014,PHI,SG,17.269,-3.733586618103888,-1.8961480965692747,-1.8374385215346136,-1.1042277860649092,Movement Shooter,Chaser
1882,Elton Brand,2014,ATL,C,19.366,-1.1363680437528103,-2.4056958555305465,1.2693278117777358,1.0862945326329616,Roll + Cut Big,Anchor Big
202683,Enes Freedom,2014,UTA,C,26.728,-2.8468610292779086,-1.594319834445429,-1.25254119483248,-0.8062142272336144,Post Scorer,Anchor Big
202339,Eric Bledsoe,2014,PHO,PG,32.942,1.595339954651216,0.9373331415073298,0.658006813143886,3.718764770779272,Shot Creator,Point of Attack
201569,Eric Gordon,2014,NOP,SG,32.148,-1.4340217938252289,0.1830161776806541,-1.6170379715058825,1.166405301499965,Shot Creator,Chaser
201953,Eric Maynor,2014,WAS/PHI,PG,10.535,-1.956340150417366,-0.8506327296033155,-1.105707420814051,0.0702853919140871,Primary Ball Handler,Point of Attack
101141,Ersan Ilyasova,2014,MIL,PF,26.882,-0.1523999575185191,-0.3384933998263653,0.1860934423078462,2.1258008555364216,Athletic Finisher,Helper
203095,Evan Fournier,2014,DEN,SG,19.781,-1.4380531644967105,-0.4027608051272087,-1.0352923593695018,0.8481711900113509,Secondary Ball Handler,Chaser
202323,Evan Turner,2014,PHI/IND,SF,30.333,-2.4017857063706693,-1.8315236393991687,-0.5702620669715012,-0.2024115176994745,Shot Creator,Chaser
101128,Francisco Garcia,2014,HOU,SF,19.694,-1.6859594258071693,-1.1197843764589115,-0.5661750493482576,0.4299529927339591,Stationary Shooter,Chaser
202390,Gary Neal,2014,MIL/CHO,SG,21.412,-2.513570332963585,-0.4890171829390203,-2.0245531500245653,-0.1744259173328287,Off Screen Shooter,Chaser
201588,George Hill,2014,IND,PG,32.024,1.063075541583612,0.5230800801542986,0.5399954614293133,5.513206082264397,Primary Ball Handler,Point of Attack
101123,Gerald Green,2014,PHO,SG,28.414,-0.8559799022325558,0.3924683223655984,-1.2484482245981543,2.2337815954474443,Shot Creator,Chaser
201945,Gerald Henderson,2014,CHO,SG,31.957,-0.7585952050351679,-0.8111750892744813,0.0525798842393135,2.522043580799974,Shot Creator,Chaser
2222,Gerald Wallace,2014,BOS,SF,24.415,-0.5221554364221288,-1.531229055674076,1.0090736192519472,1.6792330917255358,Post Scorer,Helper
203507,Giannis Antetokounmpo,2014,MIL,SF,24.634,-0.9066679239505342,-0.5253743297057001,-0.381293594244834,1.753208821475269,Shot Creator,Low Activity
201175,Glen Davis,2014,ORL/LAC,PF,24.44,-1.1380521495493283,-1.694408956358647,0.5563568068093188,1.2751279901352237,Post Scorer,Anchor Big
201609,Goran Dragic,2014,PHO,SG,35.106,2.664724144396585,3.417991536560781,-0.7532673921641966,8.91178853598658,Shot Creator,Point of Attack
202330,Gordon Hayward,2014,UTA,SF,36.36,-0.4625519259521118,0.1918904029570058,-0.6544423289091175,3.4337082015417995,Off Screen Shooter,Chaser
203476,Gorgui Dieng,2014,MIN,C,13.63,-0.426762291655701,-1.474339440202351,1.04757714854665,1.0229346035327875,Post Scorer,Helper
202328,Greg Monroe,2014,DET,PF,32.8,0.1777698375039743,0.4175515597301966,-0.2397817222262223,4.472400273984806,Post Scorer,Mobile Big
201880,Greg Stiemsma,2014,NOP,C,18.3,-1.890607625729973,-3.772585040327177,1.881977414597204,0.261000513217379,Roll + Cut Big,Anchor Big
202349,Greivis Vasquez,2014,SAC/TOR,PG,22.518,0.0049652080553791,0.2911422993631039,-0.2861770913077242,2.74854365682696,Primary Ball Handler,Point of Attack
202970,Gustavo Ayon,2014,ATL,C,16.51,0.2097507780358017,-1.3632301104398783,1.5729808884756804,0.7231351490915895,Roll + Cut Big,Anchor Big
203084,Harrison Barnes,2014,GSW,SF,28.253,-2.1921414791472293,-2.3002304016833284,0.1080889225360986,0.1264246888327905,Shot Creator,Helper
2045,Hedo Turkoglu,2014,LAC,SF,10.311,-0.6128918063958353,-0.9400365889507378,0.3271447825549025,0.4404301027470533,Shot Creator,Helper
203156,Henry Sims,2014,CLE/PHI,C,19.021,-0.3489012995502715,0.0537879284460595,-0.4026892279963309,1.1408092672960166,Post Scorer,Helper
203138,Hollis Thompson,2014,PHI,SF,22.617,-2.852953109082902,-1.81495633246898,-1.037996776613923,-0.6636162910565757,Movement Shooter,Chaser
101133,Ian Mahinmi,2014,IND,C,16.203,-0.0321939201375273,-2.569035939640533,2.536842019503005,1.8960528551684408,Roll + Cut Big,Anchor Big
202697,Iman Shumpert,2014,NYK,SG,26.517,0.3214392680702307,-0.554662567612237,0.8761018356824678,3.455118816223522,Shot Creator,Wing Stopper
203477,Isaiah Canaan,2014,HOU,PG,11.465,-1.4840973617750897,-0.0388776668390678,-1.4452196949360214,0.134462690386691,Shot Creator,Point of Attack
202738,Isaiah Thomas,2014,SAC,PG,34.685,2.166163423760008,2.8620847848341877,-0.6959213610741802,7.513398937138404,Shot Creator,Point of Attack
202397,Ish Smith,2014,PHO,PG,14.376,0.1355430098991811,-0.5959942484779732,0.7315372583771546,1.644415046161097,Shot Creator,Point of Attack
200826,J.J. Barea,2014,MIN,PG,18.622,-1.8242065527143687,0.1826337548024232,-2.006840307516792,0.4471156063332497,Shot Creator,Point of Attack
201581,Jj Hickson,2014,DEN,PF,26.949,-0.5505309984921039,-0.7134493106988673,0.1629183122067634,2.169149324788847,Post Scorer,Mobile Big
200755,Jj Redick,2014,LAC,SG,28.205,-0.0645042751442057,1.418613972851062,-1.4831182479952676,1.4784979560997844,Off Screen Shooter,Chaser
2747,Jr Smith,2014,NYK,SF,32.718,-1.047301985679911,1.3672616892451213,-2.414563674925032,2.006686376335005,Shot Creator,Chaser
203109,Jae Crowder,2014,DAL,SF,16.065,0.5042884600994522,-0.5806721299552791,1.0849605900547312,2.362404691143675,Stationary Shooter,Chaser
2037,Jamal Crawford,2014,LAC,SG,30.352,-0.2286759037689027,2.393003011047734,-2.621678914816637,2.902275648806579,Shot Creator,Low Activity
2749,Jameer Nelson,2014,ORL,PG,32.046,0.3166230330638852,1.0139169582649843,-0.6972939252010995,3.8297596591027263,Shot Creator,Point of Attack
202341,James Anderson,2014,PHI,SG,28.866,-2.034951110940037,-1.2096164992736889,-0.8253346116663489,0.3752898675164034,Off Screen Shooter,Chaser
201935,James Harden,2014,HOU,SG,38.05,3.832353938670124,5.095976192090771,-1.2636222534206478,11.391328511182415,Shot Creator,Chaser
201949,James Johnson,2014,MEM,SF,18.389,1.4260618294813276,0.5692513271948503,0.8568105022864775,2.4011781619145,Shot Creator,Helper
2592,James Jones,2014,MIA,SF,11.786,-1.2312413830533793,-0.5314361043498909,-0.6998052787034884,0.1659713055599996,Off Screen Shooter,Low Activity
202686,Jan Vesely,2014,WAS/DEN,PF,14.376,0.5996224753940096,-1.697647677373849,2.2972701527678585,1.5139958119792558,Post Scorer,Helper
201162,Jared Dudley,2014,LAC,SF,23.363,-1.0990358009746788,-0.5541191394513064,-0.5449166615233723,1.3722364192862262,Off Screen Shooter,Helper
203096,Jared Sullinger,2014,BOS,PF,27.585,-0.2331930495301059,0.10323852497801,-0.3364315745081158,2.822475217077459,Post Scorer,Anchor Big
101127,Jarrett Jack,2014,CLE,PG,28.151,-2.7160028373247505,-1.3415336228403398,-1.3744692144844113,-0.6547168113793025,Primary Ball Handler,Chaser
202363,Jarvis Varnado,2014,CHI/PHI,PF,14.141,-0.4861369030806438,-1.9165092661195169,1.4303723630388727,0.4107797567389502,Post Scorer,Helper
101131,Jason Maxiell,2014,ORL,PF,14.367,-2.016592193765337,-2.7730810105146544,0.7564888167493173,0.0853925569825525,Post Scorer,Anchor Big
201160,Jason Smith,2014,NOP,PF,26.778,-1.2652516325151877,-1.607172309987884,0.3419206774726963,0.5653884939906316,Athletic Finisher,Anchor Big
1891,Jason Terry,2014,BRK,PG,16.293,-2.2815799175994,-0.645401060410915,-1.636178857188485,-0.0013236740567873,Off Screen Shooter,Chaser
201574,Jason Thompson,2014,SAC,PF,24.474,-1.281646675073423,-1.996846069685842,0.7151993946124189,1.344552732398782,Post Scorer,Mobile Big
202399,Jeff Adrien,2014,CHO/MIL,PF,18.149,0.7947845200256578,0.2151003962098985,0.5796841238157595,2.0036701162593498,Post Scorer,Anchor Big
201965,Jeff Ayres,2014,SAS,PF,13.045,-1.5239943356605234,-2.021934472250036,0.4979401365895124,0.4819988306557173,Roll + Cut Big,Helper
201145,Jeff Green,2014,BOS,SF,34.213,-2.309535485140775,-1.1532786863658984,-1.1562567987748769,-0.0587950811685185,Shot Creator,Helper
201952,Jeff Teague,2014,ATL,PG,32.179,0.7021062195732972,0.9477254419063098,-0.2456192223330123,5.134994770320088,Shot Creator,Point of Attack
203481,Jeff Withey,2014,NOP,C,11.8,-0.1513452999616035,-1.2927479643156077,1.1414026643540045,0.9845304035834171,Roll + Cut Big,Mobile Big
203106,Jeffery Taylor,2014,CHO,SF,24.199,-2.3761068347242698,-2.404815599566228,0.0287087648419578,-0.0410824117332617,Movement Shooter,Wing Stopper
202379,Jeremy Evans,2014,UTA,SF,18.323,-0.4750428811341176,-1.3709129053692637,0.8958700242351462,1.4728791849349383,Roll + Cut Big,Helper
203087,Jeremy Lamb,2014,OKC,SG,19.716,-0.0756041326179322,0.1603799047147942,-0.2359840373327262,2.291541539460362,Off Screen Shooter,Chaser
202391,Jeremy Lin,2014,HOU,PG,28.93,-0.8803114359584336,0.0667080173894226,-0.947019453347856,1.9353044124802128,Shot Creator,Point of Attack
979,Jermaine O'Neal,2014,GSW,PF,20.08,-1.9769119359541536,-1.8093945844992696,-0.1675173514548842,0.1779471481311308,Post Scorer,Anchor Big
201573,Jerryd Bayless,2014,MEM/BOS,PG,23.41,-1.2247992329530075,0.1452173355943547,-1.3700165685473622,1.1941737243316453,Primary Ball Handler,Wing Stopper
202690,Jimmer Fredette,2014,SAC/CHI,SG,10.583,-1.2739372798729176,0.177515353823992,-1.4514526336969096,0.3501254230727235,Secondary Ball Handler,Point of Attack
202710,Jimmy Butler Iii,2014,CHI,SG,38.665,1.4136933194544223,0.2652129274471534,1.1484803920072686,6.48326614422393,Movement Shooter,Wing Stopper
201149,Joakim Noah,2014,CHI,C,35.247,3.5170120012339465,0.9113164563194364,2.6056955449145103,10.991350215892323,Shot Creator,Anchor Big
201975,Jodie Meeks,2014,LAL,SG,33.195,-1.5560119490767887,0.5340317986059214,-2.0900437476827105,1.2384835074883105,Movement Shooter,Chaser
2207,Joe Johnson,2014,BRK,SG,32.592,-0.0053005569274225,1.2011467029888463,-1.2064472599162686,3.960076836094347,Shot Creator,Chaser
200777,Joel Freeland,2014,POR,C,13.987,-2.2422859678751745,-1.7313878207911777,-0.5108981470839965,0.0173754982903306,Roll + Cut Big,Helper
203089,John Henson,2014,MIL,PF,26.52,-2.151011523447626,-1.207704318663109,-0.9433072047845176,0.1575208424503228,Post Scorer,Mobile Big
101249,John Lucas Iii,2014,UTA,PG,14.081,-2.977201286653295,-1.8049350391018897,-1.1722662475514054,-0.2736859524203301,Primary Ball Handler,Point of Attack
